Date,Active Cases,New Cases,New Deaths,State,Total Cases,Total Deaths,Total Tests
20200329,,62,0,Minnesota,503,0,
20200329,,469,1,Connecticut,1993,34,
20200329,,29,0,New Mexico,237,2,
20200329,,231,1,North Carolina,1166,5,
20200329,414.0,40,1,Arkansas,449,6,3536.0
20200329,5655.0,262,6,California,5812,125,11385.0
20200329,448.0,68,0,Kentucky,460,7,
20200329,,0,0,Northern Mariana Islands,2,0,2.0
20200329,,12,0,Alaska,114,0,
20200329,,95,1,Mississippi,758,14,
20200329,,49,1,Idaho,310,6,
20200329,,69,0,Oregon,548,13,11426.0
20200329,,3,0,Wyoming,87,0,
20200329,,117,4,Nevada,738,14,9150.0
20200329,,14,0,Montana,161,0,
20200329,211.0,42,0,Maine,253,1,
20200329,,123,0,Wisconsin,1112,13,
20200329,,38,1,Iowa,336,4,
20200329,,24,0,Vermont,235,12,3701.0
20200329,,6984,0,New York,66497,0,186585.0
20200329,,225,14,Louisiana,3540,151,
20200329,,27,2,Puerto Rico,127,5,1785.0
20200330,,21,0,Vermont,256,12,3930.0
20200330,,16,0,Montana,177,0,
20200330,,485,34,Louisiana,4025,185,
20200330,471.0,63,3,Kentucky,523,10,
20200330,,32,1,Delaware,264,7,
20200330,,0,0,Northern Mariana Islands,2,0,2.0
20200330,469.0,59,1,Arkansas,508,7,6028.0
20200330,,245,0,Arizona,1157,0,
20200330,,58,3,Oregon,606,16,12883.0
20200330,,73,0,Minnesota,576,0,
20200330,,105,1,Idaho,415,7,
20200330,,44,0,New Mexico,281,2,
20200330,,109,1,Wisconsin,1221,14,
20200330,,280,10,Ohio,1933,39,
20200330,,5,0,Alaska,119,0,
20200330,7193.0,1575,21,California,7387,146,15137.0
20200330,,270,1,Nevada,1008,15,11215.0
20200330,,8,0,Wyoming,95,0,
20200330,,138,1,North Carolina,1304,6,
20200330,,461,8,Illinois,5049,73,
20200330,,7,0,United States Virgin Islands,30,0,180.0
20200330,,9298,0,New York,75795,0,205233.0
20200330,,47,1,Puerto Rico,174,6,1899.0
20200330,,272,3,Indiana,1786,35,
20200330,,2813,104,Michigan,8299,236,
20200330,,2,0,Guam,58,1,410.0
20200330,231.0,22,2,Maine,275,3,
20200330,,693,10,Pennsylvania,4087,48,37864.0
20200330,,1,2,Alabama,831,6,
20200330,,346,4,Colorado,2467,51,
20200330,,89,2,Mississippi,847,16,
20200330,,402,2,Connecticut,2395,36,
20200330,,56,3,New Hampshire,314,3,5792.0
20200330,,88,2,Iowa,424,6,
20200331,,130,2,Wisconsin,1351,16,
20200331,,266,16,Ohio,2199,55,
20200331,,7917,0,New York,83712,0,220934.0
20200331,,84,2,Oregon,690,18,13826.0
20200331,,37,1,Vermont,293,13,4250.0
20200331,,756,15,Pennsylvania,4843,63,42488.0
20200331,,25,0,Wyoming,120,0,
20200331,,215,2,North Carolina,1519,8,
20200331,,65,2,Puerto Rico,239,8,2288.0
20200331,,0,0,United States Virgin Islands,30,0,180.0
20200331,,0,0,Northern Mariana Islands,2,0,2.0
20200331,230.0,28,2,Maine,303,5,
20200331,,105,2,Nevada,1113,17,11794.0
20200331,548.0,106,7,Kentucky,629,17,
20200331,515.0,56,1,Arkansas,564,8,7433.0
20200331,,73,1,Iowa,497,7,
20200331,,160,10,Connecticut,2555,46,
20200331,,21,0,Montana,198,0,
20200331,,370,18,Colorado,2837,69,
20200331,,373,14,Indiana,2159,49,
20200331,,1212,54,Louisiana,5237,239,
20200331,,132,0,Arizona,1289,0,
20200331,,928,26,Illinois,5977,99,
20200331,,0,0,New Hampshire,314,3,5792.0
20200331,,110,2,Idaho,525,9,
20200331,,0,0,American Samoa,0,0,5.0
20200331,,55,3,Delaware,319,10,
20200331,,90,4,Mississippi,937,20,
20200331,,1396,98,Michigan,9695,334,
20200331,,53,0,Minnesota,629,0,
20200331,,168,7,Alabama,999,13,
20200331,,34,3,New Mexico,315,5,
20200331,,11,1,Guam,69,2,440.0
20200331,8017.0,938,32,California,8325,178,19922.0
20200331,,14,0,Alaska,133,0,
20200401,,124,0,Arizona,1413,0,
20200401,572.0,60,2,Arkansas,624,10,8460.0
20200401,,962,11,Pennsylvania,5805,74,48232.0
20200401,,0,0,American Samoa,0,0,26.0
20200401,,107,4,Alabama,1106,17,
20200401,,406,16,Indiana,2565,65,
20200401,,366,11,Colorado,3203,80,
20200401,,49,1,Delaware,368,11,
20200401,,47,1,New Mexico,362,6,
20200401,,817,37,Connecticut,3372,83,
20200401,,2111,86,Michigan,11806,420,
20200401,,8,1,Guam,77,3,483.0
20200401,,52,2,Iowa,549,9,
20200401,,63,2,North Carolina,1582,10,
20200401,686.0,157,3,Kentucky,786,20,
20200401,,46,1,Oregon,736,19,14868.0
20200401,,10,0,Alaska,143,0,
20200401,,19,0,Montana,217,0,
20200401,,60,0,Minnesota,689,0,
20200401,,1187,34,Louisiana,6424,273,
20200401,,47,3,Puerto Rico,286,11,2592.0
20200401,,199,8,Wisconsin,1550,24,20369.0
20200401,,144,0,Idaho,669,9,
20200401,9543.0,1592,36,California,9917,214,26313.0
20200401,,101,1,New Hampshire,415,4,6619.0
20200401,,28,3,Vermont,321,16,4495.0
20200401,,348,10,Ohio,2547,65,
20200401,257.0,41,2,Maine,344,7,
20200401,,136,2,Mississippi,1073,22,
20200401,,8669,0,New York,92381,0,238965.0
20200401,,4,1,Northern Mariana Islands,6,1,31.0
20200401,,0,0,United States Virgin Islands,30,0,180.0
20200401,,978,42,Illinois,6955,141,
20200401,,166,15,Nevada,1279,32,12798.0
20200401,,17,0,Wyoming,137,0,
20200402,,53,0,Minnesota,742,0,
20200402,728.0,56,6,Kentucky,842,26,
20200402,,2726,37,Louisiana,9150,310,
20200402,,355,16,Ohio,2902,81,
20200402,,16,0,Wyoming,153,0,
20200402,,275,6,North Carolina,1857,16,
20200402,,381,17,Colorado,3584,97,
20200402,275.0,32,0,Maine,376,7,
20200402,,2,0,Northern Mariana Islands,8,1,33.0
20200402,621.0,59,2,Arkansas,683,12,8992.0
20200402,10726.0,1246,29,California,11163,243,32445.0
20200402,,164,0,Alabama,1270,17,
20200402,,24,0,Montana,241,0,
20200402,,104,0,Mississippi,1177,22,
20200402,,5,0,Guam,82,3,524.0
20200402,,41,1,New Mexico,403,7,
20200402,,3,0,United States Virgin Islands,33,0,224.0
20200402,,180,7,Wisconsin,1730,31,22047.0
20200402,,25,1,Delaware,393,12,
20200402,,64,1,New Hampshire,479,5,6619.0
20200402,,4,0,Idaho,673,9,7282.0
20200402,,30,1,Puerto Rico,316,12,3039.0
20200402,,179,6,Nevada,1458,38,14046.0
20200402,,17,1,Vermont,338,17,5049.0
20200402,,703,15,Illinois,7658,156,
20200402,,10482,0,New York,102863,0,260520.0
20200402,,90,2,Oregon,826,21,16085.0
20200402,,1211,16,Pennsylvania,7016,90,54714.0
20200402,,185,0,Arizona,1598,0,
20200402,,474,13,Indiana,3039,78,
20200402,,0,0,American Samoa,0,0,26.0
20200402,,65,2,Iowa,614,11,
20200402,,1843,98,Michigan,13649,518,
20200402,,278,28,Connecticut,3650,111,
20200403,,,,Vermont,389,17,5228.0
20200403,,,,Guam,84,4,543.0
20200403,,,,Delaware,450,14,
20200403,,,,Oregon,899,22,17434.0
20200403,,,,United States Virgin Islands,38,0,248.0
20200403,816.0,,,Kentucky,960,36,
20200403,,,,Idaho,1013,10,8870.0
20200403,,,,Indiana,3437,102,
20200403,,,,Pennsylvania,8420,102,62115.0
20200403,,,,Ohio,3312,91,
20200403,12012.0,,,California,12523,280,36487.0
20200403,310.0,,,Maine,432,9,
20200403,,,,Connecticut,4696,130,
20200403,,,,Colorado,4015,111,
20200403,,,,Alabama,1535,21,
20200403,,,,American Samoa,0,0,26.0
20200403,,,,Louisiana,10297,370,
20200403,,,,Illinois,8851,209,
20200403,,,,Puerto Rico,378,15,3482.0
20200403,,,,Michigan,16288,596,
20200403,,,,Iowa,699,11,
20200403,,,,North Carolina,2093,19,
20200403,,,,New Hampshire,540,7,7599.0
20200403,,,,Minnesota,788,0,
20200403,,,,Wisconsin,1916,37,24293.0
20200403,,,,Northern Mariana Islands,8,1,31.0
20200403,,,,Wyoming,166,0,
20200403,,,,Mississippi,1358,28,
20200403,,,,Nevada,1514,43,14532.0
20200403,,,,New York,113704,0,283621.0
20200403,651.0,,,Arkansas,738,12,9791.0
20200403,,,,New Mexico,495,10,
20200403,,,,Arizona,1769,0,
20200403,,,,Montana,262,0,
20200404,,,,Wyoming,187,0,
20200404,,,,Alabama,1676,31,
20200404,,,,North Carolina,2585,31,
20200404,,,,Idaho,1077,10,10261.0
20200404,,,,Arizona,2019,0,
20200404,,,,Vermont,461,20,5844.0
20200404,,,,Montana,286,0,
20200404,887.0,,,Kentucky,1036,40,
20200404,,,,Indiana,4411,127,
20200404,,,,Colorado,4354,126,
20200404,,,,Mississippi,1638,35,
20200404,,,,Oregon,999,26,18925.0
20200404,,,,Puerto Rico,452,18,3646.0
20200404,,,,New Hampshire,621,9,8125.0
20200404,,,,Nevada,1742,46,16163.0
20200404,,,,Iowa,786,11,
20200404,,,,Illinois,10357,243,
20200404,,,,New York,122031,0,302280.0
20200404,,,,Michigan,16288,596,
20200404,,,,Connecticut,5035,164,
20200404,,,,Pennsylvania,10017,136,70030.0
20200404,,,,Delaware,593,14,
20200404,13265.0,,,California,13856,318,40561.0
20200404,,,,Ohio,3739,102,
20200404,709.0,,,Arkansas,819,14,11143.0
20200404,,,,Wisconsin,2112,56,25971.0
20200404,307.0,,,Maine,470,10,
20200404,,,,United States Virgin Islands,42,0,266.0
20200404,,,,Northern Mariana Islands,8,1,31.0
20200404,,,,New Mexico,543,11,
20200404,,,,Louisiana,12496,409,
20200404,,,,Minnesota,863,0,
20200404,,,,American Samoa,0,0,26.0
20200404,,,,Guam,93,4,565.0
20200405,,,,Indiana,4411,127,
20200405,,,,United States Virgin Islands,42,1,284.0
20200405,,,,Ohio,4043,119,
20200405,,,,Iowa,868,18,
20200405,,,,Pennsylvania,11510,150,77771.0
20200405,,,,Vermont,512,22,6582.0
20200405,,,,Illinois,11256,274,
20200405,,,,New York,130689,0,320811.0
20200405,,,,Arizona,2269,0,
20200405,307.0,,,Maine,470,10,
20200405,,,,Montana,298,0,
20200405,,,,Delaware,673,14,
20200405,,,,New Mexico,624,12,
20200405,737.0,,,Arkansas,853,16,11780.0
20200405,,,,Minnesota,928,0,
20200405,,,,Idaho,1077,10,10261.0
20200405,,,,Wyoming,199,0,
20200405,,,,New Hampshire,621,9,8125.0
20200405,,,,Louisiana,13010,477,
20200405,,,,North Carolina,2585,31,
20200405,,,,Guam,112,4,605.0
20200405,932.0,,,Kentucky,1095,44,
20200405,,,,Nevada,1836,46,16831.0
20200405,,,,Connecticut,5453,188,
20200405,,,,American Samoa,0,0,26.0
20200405,,,,Alabama,1841,31,
20200405,,,,Michigan,16288,596,
20200405,,,,Northern Mariana Islands,8,1,31.0
20200405,,,,Colorado,4692,140,
20200405,,,,Puerto Rico,475,20,4587.0
20200405,14519.0,,,California,15161,347,52489.0
20200405,,,,Mississippi,1638,35,
20200405,,,,Wisconsin,2267,68,27436.0
20200405,,,,Oregon,1068,27,20624.0
20200406,,,,Wisconsin,2440,77,29014.0
20200406,,,,Idaho,1170,0,
20200406,,,,Pennsylvania,12980,162,83854.0
20200406,,,,Vermont,543,23,6633.0
20200406,,,,New Mexico,686,12,
20200406,,,,Guam,113,4,618.0
20200406,,,,American Samoa,0,0,31.0
20200406,,,,New York,138863,0,340058.0
20200406,,,,Connecticut,6642,206,
20200406,,,,United States Virgin Islands,43,1,285.0
20200406,,,,Puerto Rico,513,21,4945.0
20200406,,,,New Hampshire,715,9,8783.0
20200406,,,,Nevada,1953,58,17629.0
20200406,,,,Indiana,4411,127,
20200406,,,,Illinois,12262,307,
20200406,,,,Wyoming,212,0,
20200406,1022.0,,,Kentucky,1232,59,
20200406,,,,Minnesota,980,0,
20200406,,,,Louisiana,14867,512,
20200406,,,,Oregon,1132,29,21801.0
20200406,,,,Colorado,4896,150,
20200406,15604.0,,,California,16309,387,86479.0
20200406,,,,Delaware,783,15,
20200406,,,,Northern Mariana Islands,8,1,31.0
20200406,,,,North Carolina,2870,33,
20200406,,,,Iowa,946,25,
20200406,,,,Mississippi,1738,38,
20200406,,,,Alabama,2006,32,
20200406,,,,Ohio,4450,142,
20200406,,,,Michigan,22229,920,
20200406,,,,Montana,319,0,
20200406,331.0,,,Maine,499,10,
20200406,772.0,,,Arkansas,927,16,13264.0
20200406,,,,Arizona,2456,0,
20200407,,,,Northern Mariana Islands,8,2,23.0
20200407,331.0,,,Maine,519,12,
20200407,16680.0,,,California,17498,447,99215.0
20200407,,,,Louisiana,16284,582,
20200407,,,,Ohio,4782,167,
20200407,,,,Guam,121,4,650.0
20200407,,,,New Hampshire,747,13,9225.0
20200407,790.0,,,Arkansas,997,18,13778.0
20200407,,,,Michigan,24428,1067,
20200407,,,,North Carolina,3220,46,
20200407,,,,Wisconsin,2578,92,31090.0
20200407,,,,United States Virgin Islands,45,1,322.0
20200407,,,,Wyoming,221,0,
20200407,,,,Delaware,928,16,
20200407,,,,Mississippi,1915,38,
20200407,,,,Montana,319,0,
20200407,,,,Indiana,5507,173,
20200407,,,,New York,149316,0,365153.0
20200407,,,,Alabama,2197,39,
20200407,,,,Arizona,2577,0,
20200407,,,,American Samoa,0,0,31.0
20200407,,,,Idaho,1210,15,11898.0
20200407,,,,Pennsylvania,14559,240,91278.0
20200407,,,,New Mexico,794,13,
20200407,,,,Colorado,5177,179,
20200407,,,,Illinois,13553,380,
20200407,,,,Nevada,2087,71,18639.0
20200407,,,,Iowa,1048,26,
20200407,,,,Puerto Rico,573,23,5507.0
20200407,,,,Minnesota,1064,0,
20200407,,,,Connecticut,7489,274,
20200407,1129.0,,,Kentucky,1373,68,
20200407,,,,Oregon,1181,33,23007.0
20200407,,,,Vermont,575,23,7129.0
20200408,,,,Wisconsin,2756,99,32871.0
20200408,,,,American Samoa,0,0,31.0
20200408,,,,Vermont,605,23,7749.0
20200408,,,,Colorado,5417,193,
20200408,17970.0,,,California,19001,503,128060.0
20200408,,,,Arizona,2726,0,
20200408,822.0,,,Arkansas,1077,18,14909.0
20200408,,,,Connecticut,8415,333,
20200408,,,,New Mexico,865,16,
20200408,,,,Louisiana,17030,652,
20200408,,,,North Carolina,3423,53,
20200408,,,,Minnesota,1150,0,
20200408,,,,Illinois,15068,462,
20200408,,,,Pennsylvania,16239,309,98538.0
20200408,,,,Michigan,26152,1210,
20200408,,,,Alabama,2499,48,
20200408,,,,Mississippi,2003,41,
20200408,,,,Montana,332,0,
20200408,,,,Idaho,1232,0,
20200408,,,,Northern Mariana Islands,11,2,47.0
20200408,336.0,,,Maine,537,14,
20200408,,,,Puerto Rico,620,24,6046.0
20200408,,,,New York,159937,0,391549.0
20200408,,,,Oregon,1239,38,24564.0
20200408,,,,Nevada,2318,71,20566.0
20200408,,,,Iowa,1145,27,
20200408,,,,New Hampshire,788,18,9694.0
20200408,,,,Guam,125,4,687.0
20200408,,,,United States Virgin Islands,45,1,322.0
20200408,,,,Wyoming,303,0,
20200408,,,,Delaware,1116,19,
20200408,1277.0,,,Kentucky,1575,75,
20200408,,,,Ohio,5148,193,
20200408,,,,Indiana,5943,203,
20200409,342.0,,,Maine,560,16,
20200409,,,,Ohio,5512,213,
20200409,820.0,,,Arkansas,1146,21,15702.0
20200409,,,,Michigan,27547,1351,
20200409,,,,Delaware,1209,23,
20200409,,,,North Carolina,3651,65,
20200409,18951.0,,,California,20140,545,136661.0
20200409,,,,Arizona,3018,0,
20200409,,,,Mississippi,2260,44,
20200409,,,,Montana,332,0,
20200409,,,,New York,170512,0,417885.0
20200409,,,,American Samoa,0,0,31.0
20200409,,,,Nevada,2456,86,21771.0
20200409,,,,New Hampshire,819,21,10113.0
20200409,,,,Wyoming,320,0,
20200409,,,,New Mexico,989,17,
20200409,,,,Northern Mariana Islands,11,2,47.0
20200409,,,,Minnesota,1240,0,
20200409,,,,Louisiana,18283,702,
20200409,,,,Colorado,5969,226,
20200409,1376.0,,,Kentucky,1674,83,
20200409,,,,Idaho,1353,24,13094.0
20200409,,,,Puerto Rico,683,33,6690.0
20200409,,,,United States Virgin Islands,50,1,368.0
20200409,,,,Iowa,1270,27,
20200409,,,,Oregon,1321,44,25627.0
20200409,,,,Pennsylvania,18228,338,105602.0
20200409,,,,Indiana,6351,245,
20200409,,,,Guam,130,4,754.0
20200409,,,,Illinois,16422,528,
20200409,,,,Vermont,628,23,8181.0
20200409,,,,Wisconsin,2885,111,34309.0
20200409,,,,Alabama,2838,48,
20200409,,,,Connecticut,9392,378,
20200410,,,,New York,180458,0,440980.0
20200410,19893.0,,,California,21176,590,149482.0
20200410,,,,Montana,332,0,
20200410,,,,Puerto Rico,725,39,7238.0
20200410,,,,Connecticut,10131,444,
20200410,,,,American Samoa,0,0,31.0
20200410,,,,Nevada,2584,102,22749.0
20200410,,,,Guam,130,4,792.0
20200410,,,,New Hampshire,885,22,10586.0
20200410,,,,United States Virgin Islands,50,1,368.0
20200410,,,,New Mexico,1091,19,
20200410,,,,Delaware,1326,32,
20200410,,,,Alabama,3008,58,
20200410,,,,Mississippi,2469,47,
20200410,,,,Arizona,3112,0,
20200410,,,,Minnesota,1335,0,
20200410,,,,Iowa,1388,31,
20200410,,,,Louisiana,19253,755,
20200410,,,,Wyoming,340,0,
20200410,,,,Ohio,5878,231,
20200410,,,,Oregon,1371,48,27224.0
20200410,323.0,,,Maine,586,17,
20200410,,,,Colorado,6365,250,
20200410,849.0,,,Arkansas,1202,24,17151.0
20200410,,,,Wisconsin,3068,128,36293.0
20200410,,,,Indiana,6907,300,
20200410,,,,Michigan,28982,1608,
20200410,,,,Northern Mariana Islands,11,2,47.0
20200410,,,,Illinois,17887,596,
20200410,,,,North Carolina,3906,74,
20200410,,,,Vermont,679,24,8657.0
20200410,1475.0,,,Kentucky,1820,94,
20200410,,,,Pennsylvania,19979,416,113019.0
20200410,,,,Idaho,1396,0,
20200411,,,,Alabama,3262,60,
20200411,,,,Illinois,19180,677,
20200411,,,,American Samoa,0,0,5.0
20200411,,,,New Mexico,1174,20,
20200411,,,,New Hampshire,929,23,11044.0
20200411,,,,Nevada,2700,111,23587.0
20200411,,,,New York,180458,0,440980.0
20200411,,,,Montana,332,0,
20200411,,,,Mississippi,2642,52,
20200411,,,,Minnesota,1424,0,
20200411,,,,North Carolina,4310,80,
20200411,,,,Northern Mariana Islands,11,2,47.0
20200411,,,,Michigan,30360,1740,
20200411,341.0,,,Maine,616,19,
20200411,,,,Ohio,6250,247,
20200411,,,,Louisiana,20014,806,
20200411,1603.0,,,Kentucky,1964,94,
20200411,,,,Iowa,1510,34,
20200411,,,,Oregon,1447,51,28638.0
20200411,,,,Indiana,7435,330,
20200411,,,,Pennsylvania,21655,494,120153.0
20200411,,,,Idaho,1399,26,
20200411,,,,Puerto Rico,788,42,7703.0
20200411,,,,Guam,133,5,826.0
20200411,,,,United States Virgin Islands,51,1,370.0
20200411,,,,Delaware,1479,33,
20200411,,,,Connecticut,11054,489,
20200411,,,,Vermont,711,25,9258.0
20200411,,,,Colorado,6718,274,
20200411,19893.0,,,California,21176,590,149482.0
20200411,857.0,,,Arkansas,1228,25,18617.0
20200411,,,,Arizona,3393,0,
20200411,,,,Wisconsin,3213,137,37893.0
20200411,,,,Wyoming,343,0,
